"Time","Angle 1.o/0/X","Angle 1.o/0/Y","Angle 1.a/0/X","Angle 1.a/0/Y","Angle 1.b/0/X","Angle 1.b/0/Y","Angle 2.o/0/X","Angle 2.o/0/Y","Angle 2.a/0/X","Angle 2.a/0/Y","Angle 2.b/0/X","Angle 2.b/0/Y","Angle 1/o/X","Angle 1/o/Y","Angle 1/a/X","Angle 1/a/Y","Angle 1/b/X","Angle 1/b/Y","Angle 2/o/X","Angle 2/o/Y","Angle 2/a/X","Angle 2/a/Y","Angle 2/b/X","Angle 2/b/Y"
"4.85485","-10.31165","79.96286","-8.849915","-196.3307","-19.28156","379.199","-8.849915","-196.3307","-11.07159","79.69754","-44.15741","-445.8033","-10.31165","79.96286","-8.849915","-196.3307","-19.28156","379.199","-8.849915","-196.3307","-11.07159","79.69754","-44.15741","-445.8033"
"4.863192","-9.929688","79.89755","-8.501465","-196.3422","-19.30701","379.1961","-8.501465","-196.3422","-10.57629","79.58667","-44.05634","-445.7896","-9.929688","79.89755","-8.501465","-196.3422","-19.30701","379.1961","-8.501465","-196.3422","-10.57629","79.58667","-44.05634","-445.7896"
"4.871533","-9.654358","79.86334","-8.125916","-196.3406","-19.30847","379.1933","-8.125916","-196.3406","-10.33911","79.64948","-44.04907","-445.7777","-9.654358","79.86334","-8.125916","-196.3406","-19.30847","379.1933","-8.125916","-196.3406","-10.33911","79.64948","-44.04907","-445.7777"
"4.879875","-9.147522","79.95694","-7.767639","-196.3642","-19.25372","379.1206","-7.767639","-196.3642","-9.903809","79.64426","-44.00092","-445.7606","-9.147522","79.95694","-7.767639","-196.3642","-19.25372","379.1206","-7.767639","-196.3642","-9.903809","79.64426","-44.00092","-445.7606"
"4.888216","-8.829651","79.89536","-7.57135","-196.3756","-19.20605","379.1431","-7.57135","-196.3756","-9.459106","79.6676","-43.99689","-445.7581","-8.829651","79.89536","-7.57135","-196.3756","-19.20605","379.1431","-7.57135","-196.3756","-9.459106","79.6676","-43.99689","-445.7581"
"4.896558","-8.623352","79.86572","-7.404114","-196.3624","-19.07568","379.1427","-7.404114","-196.3624","-9.311768","79.67142","-44.00122","-445.7069","-8.623352","79.86572","-7.404114","-196.3624","-19.07568","379.1427","-7.404114","-196.3624","-9.311768","79.67142","-44.00122","-445.7069"
"4.9049","-8.343994","79.94043","-7.185181","-196.3503","-18.96796","379.042","-7.185181","-196.3503","-9.094604","79.67908","-44.00458","-445.681","-8.343994","79.94043","-7.185181","-196.3503","-18.96796","379.042","-7.185181","-196.3503","-9.094604","79.67908","-44.00458","-445.681"
"4.913242","-8.206116","79.90158","-7.122314","-196.3107","-18.87341","379.1246","-7.122314","-196.3107","-8.963257","79.56445","-44.03284","-445.5568","-8.206116","79.90158","-7.122314","-196.3107","-18.87341","379.1246","-7.122314","-196.3107","-8.963257","79.56445","-44.03284","-445.5568"
"4.921583","-8.193115","79.88574","-7.058716","-196.2718","-18.6817","379.1183","-7.058716","-196.2718","-8.949219","79.54666","-44.01849","-445.5339","-8.193115","79.88574","-7.058716","-196.2718","-18.6817","379.1183","-7.058716","-196.2718","-8.949219","79.54666","-44.01849","-445.5339"
"4.929925","-7.936646","79.84671","-6.914307","-196.2651","-18.55219","379.0815","-6.914307","-196.2651","-8.605225","79.53421","-43.85956","-445.4786","-7.936646","79.84671","-6.914307","-196.2651","-18.55219","379.0815","-6.914307","-196.2651","-8.605225","79.53421","-43.85956","-445.4786"
"4.938267","-7.898743","79.83176","-6.915527","-196.2562","-18.40747","379.2397","-6.915527","-196.2562","-8.536987","79.51578","-43.84509","-445.4745","-7.898743","79.83176","-6.915527","-196.2562","-18.40747","379.2397","-6.915527","-196.2562","-8.536987","79.51578","-43.84509","-445.4745"
"4.946609","-7.686768","79.75562","-6.828613","-196.2972","-18.18927","379.226","-6.828613","-196.2972","-8.36499","79.56259","-43.83691","-445.4869","-7.686768","79.75562","-6.828613","-196.2972","-18.18927","379.226","-6.828613","-196.2972","-8.36499","79.56259","-43.83691","-445.4869"
"4.95495","-7.701172","79.73157","-6.816223","-196.2889","-17.9682","379.1676","-6.816223","-196.2889","-8.377197","79.55521","-43.83478","-445.4745","-7.701172","79.73157","-6.816223","-196.2889","-17.9682","379.1676","-6.816223","-196.2889","-8.377197","79.55521","-43.83478","-445.4745"
"4.963292","-7.684814","79.75778","-6.736572","-196.289","-17.87439","379.2248","-6.736572","-196.289","-8.366455","79.5791","-43.82581","-445.4644","-7.684814","79.75778","-6.736572","-196.289","-17.87439","379.2248","-6.736572","-196.289","-8.366455","79.5791","-43.82581","-445.4644"
"4.971633","-7.696533","79.74289","-6.619202","-196.3052","-17.54956","379.1347","-6.619202","-196.3052","-8.377625","79.56699","-43.82977","-445.4629","-7.696533","79.74289","-6.619202","-196.3052","-17.54956","379.1347","-6.619202","-196.3052","-8.377625","79.56699","-43.82977","-445.4629"
"4.979975","-7.732178","79.77106","-6.558105","-196.2953","-17.31635","379.3149","-6.558105","-196.2953","-8.39801","79.60107","-43.86511","-445.4437","-7.732178","79.77106","-6.558105","-196.2953","-17.31635","379.3149","-6.558105","-196.2953","-8.39801","79.60107","-43.86511","-445.4437"
"4.988317","-7.735229","79.76236","-6.329956","-196.3427","-17.08661","379.2499","-6.329956","-196.3427","-8.401123","79.59863","-43.86548","-445.4384","-7.735229","79.76236","-6.329956","-196.3427","-17.08661","379.2499","-6.329956","-196.3427","-8.401123","79.59863","-43.86548","-445.4384"
"4.996658","-7.81665","79.7666","-6.172974","-196.3505","-16.69922","379.0466","-6.172974","-196.3505","-8.4422","79.6012","-43.83594","-445.4686","-7.81665","79.7666","-6.172974","-196.3505","-16.69922","379.0466","-6.172974","-196.3505","-8.4422","79.6012","-43.83594","-445.4686"
"5.005","-7.954346","79.64551","-5.979919","-196.4377","-16.32642","379.0436","-5.979919","-196.4377","-8.638794","79.32135","-43.91058","-445.5998","-7.954346","79.64551","-5.979919","-196.4377","-16.32642","379.0436","-5.979919","-196.4377","-8.638794","79.32135","-43.91058","-445.5998"
"5.013342","-7.92511","79.64197","-5.794312","-196.4735","-16.02051","378.9451","-5.794312","-196.4735","-8.616394","79.31055","-43.90771","-445.6159","-7.92511","79.64197","-5.794312","-196.4735","-16.02051","378.9451","-5.794312","-196.4735","-8.616394","79.31055","-43.90771","-445.6159"
"5.021683","-7.988342","79.66165","-5.772766","-196.4636","-15.80585","378.8811","-5.772766","-196.4636","-8.700562","79.34772","-43.90771","-445.6201","-7.988342","79.66165","-5.772766","-196.4636","-15.80585","378.8811","-5.772766","-196.4636","-8.700562","79.34772","-43.90771","-445.6201"
"5.030025","-8.140869","79.66565","-5.625244","-196.4965","-15.42206","379.0089","-5.625244","-196.4965","-8.908142","79.36801","-43.92035","-445.6081","-8.140869","79.66565","-5.625244","-196.4965","-15.42206","379.0089","-5.625244","-196.4965","-8.908142","79.36801","-43.92035","-445.6081"
"5.038367","-8.124817","79.68945","-5.525208","-196.5173","-15.09448","378.8736","-5.525208","-196.5173","-8.921021","79.36676","-43.96057","-445.5692","-8.124817","79.68945","-5.525208","-196.5173","-15.09448","378.8736","-5.525208","-196.5173","-8.921021","79.36676","-43.96057","-445.5692"
"5.046708","-8.227783","79.60724","-5.364868","-196.5773","-14.87878","378.7466","-5.364868","-196.5773","-9.036377","79.27765","-43.82391","-445.4972","-8.227783","79.60724","-5.364868","-196.5773","-14.87878","378.7466","-5.364868","-196.5773","-9.036377","79.27765","-43.82391","-445.4972"
"5.05505","-8.258301","79.63","-5.203491","-196.6116","-14.57281","378.649","-5.203491","-196.6116","-9.076416","79.33517","-43.9823","-445.5182","-8.258301","79.63","-5.203491","-196.6116","-14.57281","378.649","-5.203491","-196.6116","-9.076416","79.33517","-43.9823","-445.5182"
"5.063392","-8.280823","79.58374","-5.034607","-196.6431","-14.20337","378.6219","-5.034607","-196.6431","-9.082275","79.25909","-43.96075","-445.5369","-8.280823","79.58374","-5.034607","-196.6431","-14.20337","378.6219","-5.034607","-196.6431","-9.082275","79.25909","-43.96075","-445.5369"
"5.071733","-8.290039","79.56595","-4.912903","-196.6799","-14.20007","378.483","-4.912903","-196.6799","-9.100952","79.22913","-43.94196","-445.5842","-8.290039","79.56595","-4.912903","-196.6799","-14.20007","378.483","-4.912903","-196.6799","-9.100952","79.22913","-43.94196","-445.5842"
"5.080075","-8.432983","79.36789","-4.731079","-196.8018","-13.69238","378.2197","-4.731079","-196.8018","-9.174377","78.99792","-43.90747","-445.6591","-8.432983","79.36789","-4.731079","-196.8018","-13.69238","378.2197","-4.731079","-196.8018","-9.174377","78.99792","-43.90747","-445.6591"
"5.088417","-8.435059","79.36786","-4.670105","-196.8052","-13.36285","378.3179","-4.670105","-196.8052","-9.17688","78.99869","-43.90747","-445.659","-8.435059","79.36786","-4.670105","-196.8052","-13.36285","378.3179","-4.670105","-196.8052","-9.17688","78.99869","-43.90747","-445.659"
"5.096758","-8.439758","79.42435","-4.517517","-196.832","-12.98932","378.2564","-4.517517","-196.832","-9.183838","79.07666","-43.88263","-445.6724","-8.439758","79.42435","-4.517517","-196.832","-12.98932","378.2564","-4.517517","-196.832","-9.183838","79.07666","-43.88263","-445.6724"
"5.1051","-8.465149","79.42456","-4.320129","-196.7839","-12.6568","378.0786","-4.320129","-196.7839","-9.206665","79.04214","-43.88263","-445.6724","-8.465149","79.42456","-4.320129","-196.7839","-12.6568","378.0786","-4.320129","-196.7839","-9.206665","79.04214","-43.88263","-445.6724"
"5.113441","-8.715759","79.25958","-4.206909","-196.7718","-12.31329","378.2326","-4.206909","-196.7718","-9.398376","79.06998","-43.89594","-445.6458","-8.715759","79.25958","-4.206909","-196.7718","-12.31329","378.2326","-4.206909","-196.7718","-9.398376","79.06998","-43.89594","-445.6458"
"5.121783","-8.716858","79.25952","-4.083008","-196.768","-11.95544","378.1361","-4.083008","-196.768","-9.39856","79.06635","-43.89594","-445.6458","-8.716858","79.25952","-4.083008","-196.768","-11.95544","378.1361","-4.083008","-196.768","-9.39856","79.06635","-43.89594","-445.6458"
"5.130125","-8.862366","79.25784","-3.935913","-196.7742","-11.37506","378.1438","-3.935913","-196.7742","-9.518799","78.89249","-43.88837","-445.6219","-8.862366","79.25784","-3.935913","-196.7742","-11.37506","378.1438","-3.935913","-196.7742","-9.518799","78.89249","-43.88837","-445.6219"
"5.138467","-8.882935","79.2821","-3.881531","-196.7692","-10.979","378.0344","-3.881531","-196.7692","-9.546143","78.88889","-43.87665","-445.6389","-8.882935","79.2821","-3.881531","-196.7692","-10.979","378.0344","-3.881531","-196.7692","-9.546143","78.88889","-43.87665","-445.6389"
"5.146808","-9.054504","79.18091","-3.684814","-196.8611","-10.42059","378.0382","-3.684814","-196.8611","-9.756836","78.83521","-43.74738","-445.686","-9.054504","79.18091","-3.684814","-196.8611","-10.42059","378.0382","-3.684814","-196.8611","-9.756836","78.83521","-43.74738","-445.686"
"5.15515","-9.182739","79.14203","-3.638611","-196.9106","-9.965332","377.9579","-3.638611","-196.9106","-9.932007","78.74048","-43.74738","-445.686","-9.182739","79.14203","-3.638611","-196.9106","-9.965332","377.9579","-3.638611","-196.9106","-9.932007","78.74048","-43.74738","-445.686"
"5.163492","-9.386108","79.15475","-3.522888","-196.9437","-9.426392","377.9882","-3.522888","-196.9437","-10.16034","78.82169","-43.74579","-445.688","-9.386108","79.15475","-3.522888","-196.9437","-9.426392","377.9882","-3.522888","-196.9437","-10.16034","78.82169","-43.74579","-445.688"
"5.171834","-9.684814","79.04227","-3.431396","-196.9189","-9.006042","377.8494","-3.431396","-196.9189","-10.35156","78.83612","-43.75482","-445.6921","-9.684814","79.04227","-3.431396","-196.9189","-9.006042","377.8494","-3.431396","-196.9189","-10.35156","78.83612","-43.75482","-445.6921"
"5.180175","-9.947998","79.0921","-3.289246","-196.8898","-8.396729","377.9565","-3.289246","-196.8898","-10.6087","78.78949","-43.76636","-445.6452","-9.947998","79.0921","-3.289246","-196.8898","-8.396729","377.9565","-3.289246","-196.8898","-10.6087","78.78949","-43.76636","-445.6452"
"5.188517","-10.18054","79.11505","-3.095581","-196.8986","-7.969421","377.8432","-3.095581","-196.8986","-10.9267","78.8017","-43.75409","-445.6374","-10.18054","79.11505","-3.095581","-196.8986","-7.969421","377.8432","-3.095581","-196.8986","-10.9267","78.8017","-43.75409","-445.6374"
"5.196858","-10.40222","79.01071","-2.922607","-196.9277","-7.188965","377.6672","-2.922607","-196.9277","-11.17499","78.71725","-43.72485","-445.6436","-10.40222","79.01071","-2.922607","-196.9277","-7.188965","377.6672","-2.922607","-196.9277","-11.17499","78.71725","-43.72485","-445.6436"
"5.2052","-10.7085","78.76486","-2.758972","-196.9287","-6.971619","377.4722","-2.758972","-196.9287","-11.38702","78.59106","-43.71143","-445.6391","-10.7085","78.76486","-2.758972","-196.9287","-6.971619","377.4722","-2.758972","-196.9287","-11.38702","78.59106","-43.71143","-445.6391"
"5.213542","-11.04236","78.75916","-2.579285","-196.957","-6.209167","377.4571","-2.579285","-196.957","-11.84955","78.43381","-43.66901","-445.647","-11.04236","78.75916","-2.579285","-196.957","-6.209167","377.4571","-2.579285","-196.957","-11.84955","78.43381","-43.66901","-445.647"
"5.221883","-11.34729","78.8269","-2.305237","-196.9858","-5.549011","377.1584","-2.305237","-196.9858","-12.12585","78.55832","-43.64441","-445.6515","-11.34729","78.8269","-2.305237","-196.9858","-5.549011","377.1584","-2.305237","-196.9858","-12.12585","78.55832","-43.64441","-445.6515"
"5.230225","-11.85895","78.66129","-2.102417","-197.0231","-4.771301","377.1295","-2.102417","-197.0231","-12.64935","78.35092","-43.34882","-445.421","-11.85895","78.66129","-2.102417","-197.0231","-4.771301","377.1295","-2.102417","-197.0231","-12.64935","78.35092","-43.34882","-445.421"
"5.238567","-12.2525","78.79376","-1.935974","-196.9889","-4.045288","377.1283","-1.935974","-196.9889","-12.98737","78.5379","-43.34882","-445.421","-12.2525","78.79376","-1.935974","-196.9889","-4.045288","377.1283","-1.935974","-196.9889","-12.98737","78.5379","-43.34882","-445.421"
"5.246908","-12.65558","78.57352","-1.857788","-197.0042","-3.264343","377.0474","-1.857788","-197.0042","-13.46899","78.42975","-43.31671","-445.4214","-12.65558","78.57352","-1.857788","-197.0042","-3.264343","377.0474","-1.857788","-197.0042","-13.46899","78.42975","-43.31671","-445.4214"
"5.25525","-13.13177","78.55984","-1.851501","-196.9996","-2.499329","376.9955","-1.851501","-196.9996","-13.96265","78.21283","-43.31671","-445.4214","-13.13177","78.55984","-1.851501","-196.9996","-2.499329","376.9955","-1.851501","-196.9996","-13.96265","78.21283","-43.31671","-445.4214"
"5.263592","-13.68073","78.46533","-1.871826","-196.9972","-1.718018","376.7146","-1.871826","-196.9972","-14.40283","78.29071","-43.2915","-445.4044","-13.68073","78.46533","-1.871826","-196.9972","-1.718018","376.7146","-1.871826","-196.9972","-14.40283","78.29071","-43.2915","-445.4044"
"5.271934","-14.14465","78.44977","-1.884155","-197.0071","-1.222961","376.4869","-1.884155","-197.0071","-14.89532","78.12021","-43.28497","-445.401","-14.14465","78.44977","-1.884155","-197.0071","-1.222961","376.4869","-1.884155","-197.0071","-14.89532","78.12021","-43.28497","-445.401"
"5.280275","-14.45343","78.61954","-1.945068","-197.0274","-0.2821655","376.348","-1.945068","-197.0274","-15.34656","78.28513","-43.28705","-445.3936","-14.45343","78.61954","-1.945068","-197.0274","-0.2821655","376.348","-1.945068","-197.0274","-15.34656","78.28513","-43.28705","-445.3936"
"5.288617","-15.11578","78.37225","-1.947998","-197.032","0.7000122","376.1616","-1.947998","-197.032","-15.86572","78.02435","-43.28705","-445.3933","-15.11578","78.37225","-1.947998","-197.032","0.7000122","376.1616","-1.947998","-197.032","-15.86572","78.02435","-43.28705","-445.3933"
"5.296958","-15.63678","78.31598","-1.947388","-197.0371","1.529236","376.0271","-1.947388","-197.0371","-16.36273","78.17447","-43.26324","-445.384","-15.63678","78.31598","-1.947388","-197.0371","1.529236","376.0271","-1.947388","-197.0371","-16.36273","78.17447","-43.26324","-445.384"
"5.3053","-16.14264","78.48807","-1.934265","-197.0444","2.351379","375.6041","-1.934265","-197.0444","-16.89594","78.08112","-43.26263","-445.3866","-16.14264","78.48807","-1.934265","-197.0444","2.351379","375.6041","-1.934265","-197.0444","-16.89594","78.08112","-43.26263","-445.3866"
"5.313642","-16.75281","78.19189","-1.90741","-197.0316","3.060608","375.3831","-1.90741","-197.0316","-17.4491","78.01453","-43.23187","-445.3942","-16.75281","78.19189","-1.90741","-197.0316","3.060608","375.3831","-1.90741","-197.0316","-17.4491","78.01453","-43.23187","-445.3942"
"5.321983","-17.35468","78.27859","-1.863464","-197.0134","4.011169","375.1207","-1.863464","-197.0134","-18.12018","77.84433","-43.22192","-445.3892","-17.35468","78.27859","-1.863464","-197.0134","4.011169","375.1207","-1.863464","-197.0134","-18.12018","77.84433","-43.22192","-445.3892"
"5.330325","-18.04462","78.10349","-1.801636","-197.0373","4.990784","374.9193","-1.801636","-197.0373","-18.77014","77.70798","-43.19287","-445.3892","-18.04462","78.10349","-1.801636","-197.0373","4.990784","374.9193","-1.801636","-197.0373","-18.77014","77.70798","-43.19287","-445.3892"
"5.338666","-18.75348","77.91745","-1.782227","-197.0506","6.005859","374.6719","-1.782227","-197.0506","-19.45142","77.70795","-43.16058","-445.3923","-18.75348","77.91745","-1.782227","-197.0506","6.005859","374.6719","-1.782227","-197.0506","-19.45142","77.70795","-43.16058","-445.3923"
"5.347008","-19.34583","78.00723","-1.740112","-197.0572","6.794861","374.3358","-1.740112","-197.0572","-20.17328","77.58142","-43.13104","-445.3852","-19.34583","78.00723","-1.740112","-197.0572","6.794861","374.3358","-1.740112","-197.0572","-20.17328","77.58142","-43.13104","-445.3852"
